CARD_ID,total_spend,total_transaction_count,average_transaction_size
c_me2v1x2njqde,-938.6100158691406,3,-312.87000528971356
c_me7mubgmwsux,-339.79998779296875,1,-339.79998779296875
c_mefpvg8t4pdb,-344.82000732421875,1,-344.82000732421875
c_mejjm0m44wfg,-979.8500061035156,2,-489.9250030517578
c_mekj4se6ntxi,-145.0,1,-145.0
c_mekm8nqkgz74,-48.90999984741211,1,-48.90999984741211
c_mekw80jjzprn,-3053.7000122070312,6,-508.9500020345052
c_melgigxwgd3q,-10.0,2,-5.0
c_mepclb6hksgc,-4870.07999420166,11,-442.73454492742366
c_meqzjot4xqso,-677.75,1,-677.75
c_mev155ubpnkk,-650.0,5,-130.0
c_mevm9dwzrf2v,-728.2000122070312,1,-728.2000122070312
c_mevnr5u2unj5,-724.0,1,-724.0
c_meyup1n3jswx,-5000.0,1,-5000.0
c_mf026meokx0g,-219.89999389648438,1,-219.89999389648438
c_mf8xivqhqb39,-470.0,1,-470.0
c_mf9aavrofzbh,-1399.949951171875,1,-1399.949951171875
c_mfa33a99qhtr,-2999.8500366210938,3,-999.9500122070312
c_mfbb6mv9qi3i,-3907.3700256347656,10,-390.73700256347655
c_mfergu7imecs,-2716.3300018310547,2,-1358.1650009155273
c_mfgdutk5fd8o,-925.25,2,-462.625
c_mfip6uq8f2an,-214.10000610351562,1,-214.10000610351562
c_mfiqzo3qnz48,-5.0,1,-5.0
c_mfjgl85xr3wd,-225.0,9,-25.0
c_mfktzvexr22u,-5.0,1,-5.0
c_mfllbr4stk3i,-1257.9100036621094,6,-209.65166727701822
c_mfopl25bvijt,-65.0,1,-65.0
c_mfpqg1g5vo2d,-197.1999969482422,4,-49.29999923706055
c_mfskswvb05ln,-2356.0,38,-62.0
c_mfv0flmzu8iy,-598.6399917602539,2,-299.31999588012695
c_mg0x60ze6gdm,-8180.2200050354,41,-199.5175610984244
c_mg1k4j9rg36h,-11219.940048217773,51,-219.9988244748583
c_mg64yzw0g2zb,-5.360000133514404,1,-5.360000133514404
c_mg7ev3v59g7x,-80.0,1,-80.0
c_mgaajzbk4ls2,-452.6200141906738,2,-226.3100070953369
c_mghcppq1yo7d,-240.0,1,-240.0
c_mgj7j8r33d7e,-335.8999938964844,1,-335.8999938964844
c_mgn4zvckpktc,-1337.7200164794922,4,-334.43000411987305
c_mgyudexvifme,-1149.8999938964844,5,-229.97999877929686
c_mh27z9lmdo6u,-874.5499877929688,1,-874.5499877929688
c_mh3mw6e2jrhk,-1118.1800003051758,6,-186.36333338419595
c_mh7cri29y30v,-529.1000061035156,2,-264.5500030517578
c_mh91bmgd65lv,-280.0,2,-140.0
c_mhbjvwzrb7rb,-100.0,1,-100.0
c_mhh7gre3t3k5,-840.0,1,-840.0
c_mhi1ozucgo0w,-3844.2000122070312,7,-549.1714303152902
c_mhixsnolv4jy,-2237.030014038086,6,-372.83833567301434
c_mhlwhdazfbl4,-1144.0800170898438,2,-572.0400085449219
c_mhodweampokc,-159.88000106811523,2,-79.94000053405762
c_mhp6agvax3wk,-106.4000015258789,1,-106.4000015258789
c_mhv2h03ytn3w,-20.0,4,-5.0
c_mhvk3txplbb8,-913.2600250244141,2,-456.63001251220703
c_mhxynuvq8m53,-464.1999969482422,3,-154.73333231608072
c_mi012nat6mx2,-164.58999633789062,2,-82.29499816894531
c_mi0h9v1v4ef9,-688.5100059509277,11,-62.59181872281161
c_mi2i0e30tc16,-8219.120021820068,42,-195.69333385285876
c_mi2tz17tqq2q,-570.25,1,-570.25
c_mi390po0bllb,-3995.260004043579,17,-235.01529435550466
c_mi5kd6ex1n39,-975.4000244140625,1,-975.4000244140625
c_mi623f36q3yq,-80.0,4,-20.0
c_mi7yymdmbmmy,-1434.3900051116943,9,-159.3766672346327
c_mi990ldpdyub,-648.9900016784668,4,-162.2475004196167
c_mida45475v5w,-302.1699981689453,3,-100.72333272298177
c_mih2wocy7oe4,-1228.8000030517578,3,-409.6000010172526
c_mik285rgdf8n,-4516.839904785156,5,-903.3679809570312
c_mim7zihmkmhe,-35.0,7,-5.0
c_minmp6tbdk3p,-791.1000061035156,4,-197.7750015258789
c_miozy64th2m7,-1839.1899871826172,5,-367.83799743652344
c_mipvutmquwj2,-28235.0,58,-486.8103448275862
c_mirkryd0ljd6,-10831.239967346191,19,-570.0652614392733
c_miwvrilej2l7,-1042.9200439453125,1,-1042.9200439453125
c_mix2reic2v8k,-610.989990234375,1,-610.989990234375
c_mj2p6i6e9n3j,-228.6999969482422,1,-228.6999969482422
c_mj2vaje2hk1o,-599.0,1,-599.0
c_mj3c001z0u1o,-76.86000061035156,1,-76.86000061035156
c_mj9ojtbpki1a,-3135.4400329589844,6,-522.5733388264974
c_mj9yo2unnn5w,-1466.6000061035156,3,-488.8666687011719
c_mja0rww1cewz,-3809.5400390625,1,-3809.5400390625
c_mjbd14uelwxj,-424.0,2,-212.0
c_mjej5rrl9jcj,-3687.800033569336,13,-283.6769256591797
c_mjel6z629b9x,-1759.9599914550781,2,-879.9799957275391
c_mjiuu50efqd0,-240.0,3,-80.0
c_mjlawcbto0gv,-1502.2199897766113,12,-125.18499914805095
c_mjn0fodpnhzj,-159.88000106811523,2,-79.94000053405762
c_mjn9aqbtje3x,-53.599998474121094,1,-53.599998474121094
c_mjqmgrudxhk2,-975.4899749755859,4,-243.87249374389648
c_mjqzsjcqjeg3,-3042.0,6,-507.0
c_mjs5df39syrx,-478.3999938964844,1,-478.3999938964844
c_mjtg3x334fil,-4725.070007324219,12,-393.7558339436849
c_mjw1jf9m1gem,-247.0,1,-247.0
c_mjycdg6jx2ua,-2800.4900665283203,6,-466.7483444213867
c_mjyqgn6nishg,-474.95001220703125,1,-474.95001220703125
c_mk0ihbg91s9f,-240.0,2,-120.0
c_mk12a3kww4sq,-234.3000030517578,1,-234.3000030517578
c_mk3aphtnzeet,-962.72998046875,1,-962.72998046875
c_mk3klvab5as3,-240.0,3,-80.0
c_mk6hcswuqdzn,-88.30000305175781,1,-88.30000305175781
c_mk7fowk5iea1,-847.4899787902832,6,-141.24832979838052
c_mk9afmt8rdoe,-968.8100051879883,6,-161.46833419799805
c_mk9ehnuxtxmb,-175.3000030517578,1,-175.3000030517578
c_mkd9z3pc6ceq,-817.0200042724609,7,-116.71714346749442
c_mkdmgmfseefd,-3358.0999755859375,4,-839.5249938964844
c_mkmodk711g8h,-4428.240051269531,8,-553.5300064086914
c_mkq08mxb6yoz,-100.0,1,-100.0
c_mkq68vevh54b,-250.22999572753906,1,-250.22999572753906
c_mkw0vph5a2mp,-2003.199951171875,3,-667.7333170572916
c_mkyt7otfw4bb,-608.0199871063232,3,-202.67332903544107
c_ml54rlciizag,-299.0,2,-149.5
c_ml93sq96gqz0,-1001.9900207519531,2,-500.99501037597656
c_ml96fg77wpf1,-10455.0,2,-5227.5
c_mlatxaf0slcu,-287.0,32,-8.96875
c_mld809eqxxa1,-199.85000610351562,1,-199.85000610351562
c_mleyq0c1dyh7,-440.0,1,-440.0
c_mlez9rda2874,-668.1499938964844,2,-334.0749969482422
c_mlflcvgdgxq3,-1010.3199996948242,4,-252.57999992370605
c_mlh49l3qv1ap,-225000.0,15,-15000.0
c_mlj1wpf0r0tn,-145.0,1,-145.0
c_mlmgb9yqb06k,-184.14999389648438,1,-184.14999389648438
c_mlntyuy42bgr,-8296.199981689453,16,-518.5124988555908
c_mlt6177kg8g4,-1045.77001953125,1,-1045.77001953125
c_mlt6nnw1hvr3,-1986.5799674987793,13,-152.81384365375226
c_mltc0gthxbb6,-5.360000133514404,1,-5.360000133514404
c_mltu9yo70y7s,-510.4199981689453,2,-255.20999908447266
c_mm05kr9r9bmn,-4023.929962158203,3,-1341.3099873860676
c_mm8ihn0kpj3c,-3054.5,2,-1527.25
c_mmb1jxpqtn5,-2975.550064086914,7,-425.0785805838449
c_mmeef4dc453f,-2831.8200073242188,4,-707.9550018310547
c_mmhc6wa3h79j,-145.5,1,-145.5
c_mmj8e6otzmk8,-386.05999755859375,1,-386.05999755859375
c_mmjo1d183nu9,-490.5,1,-490.5
c_mmoesmq5hwj6,-86.0,1,-86.0
c_mmptpl1m2umc,-707.8999938964844,2,-353.9499969482422
c_mmreivw4u1xl,-400.0,1,-400.0
c_mmrl9lcke2kz,-867.4500122070312,1,-867.4500122070312
c_mmu2f4kjb1ym,-1604.6600036621094,5,-320.9320007324219
c_mmy07dwox4qq,-24417.730098724365,138,-176.94007317916206
c_mmy1nj4agjnx,-14337.050060272217,68,-210.83897147459143
c_mmzzuj44cm74,-2173.60009765625,1,-2173.60009765625
c_mn0qgn0z7y2,-1762.0,4,-440.5
c_mn2fynyy5qea,-2423.3899993896484,14,-173.09928567068917
c_mn5efc5v4fg,-5495.599914550781,5,-1099.1199829101563
c_mn6lmuwix2ca,-599.1900024414062,2,-299.5950012207031
c_mn9u80yh66qj,-9132.72998046875,9,-1014.7477756076389
c_mnbj8vqnlu3h,-105.92999935150146,11,-9.629999941045588
c_mnev2wjk3yst,-9.0,1,-9.0
c_mnh440nu1rlj,-17416.340007781982,84,-207.3373810450236
c_mnsb8b7hub93,-2649.949951171875,1,-2649.949951171875
c_mnue1y2bqthj,-1012.0999755859375,2,-506.04998779296875
c_mnve8h7exkq0,-684.4299926757812,1,-684.4299926757812
c_mnwpts8eyzqg,-25.0,5,-5.0
c_mnyckyh9ywg5,-671.3599853515625,1,-671.3599853515625
c_mnzt63piizmc,-2116.4400024414062,5,-423.2880004882812
c_mo4hyexlwgpp,-1892.1900024414062,5,-378.43800048828126
c_mo6itspjz9g5,-260.0,2,-130.0
c_mo9j4tdf6kfk,-1467.760009765625,9,-163.08444552951389
c_mo9s8bzxmrhi,-360.0,1,-360.0
c_mob0fv0dsl1l,-5400.0,4,-1350.0
c_modhonkszw01,-100.0,1,-100.0
c_modwc4qnryus,-312.79998779296875,1,-312.79998779296875
c_moginzvv00dl,-1379.969970703125,1,-1379.969970703125
c_mokoh6peht08,-489.9200134277344,1,-489.9200134277344
c_moru27inicea,-2444.6000061035156,7,-349.2285723005022
c_mowqb5hr5lnq,-2115.4000244140625,5,-423.0800048828125
c_mp33zgu30h1x,-121.5,1,-121.5
c_mp3yq1z4n2j1,-2250.800048828125,1,-2250.800048828125
c_mp4l3nl8qmjx,-2299.5,3,-766.5
c_mp8evz8ahloq,-912.0,2,-456.0
c_mpipmqq4oar7,-2989.400047302246,3,-996.466682434082
c_mpmjw1lmtkot,-969.280029296875,1,-969.280029296875
c_mpnqmgmglbt9,-54.689998626708984,1,-54.689998626708984
c_mpz2jx837cwv,-509.0400085449219,1,-509.0400085449219
c_mpzokwekxz2k,-1210.0,2,-605.0
c_mpzqp3t1ceo,-33.0,1,-33.0
c_mq1svpqttejd,-395.75,1,-395.75
c_mq857fed3slp,-112.94999694824219,1,-112.94999694824219
c_mq8ebj6cf8kf,-117.68000030517578,1,-117.68000030517578
c_mqfa02v9tad8,-30.0,6,-5.0
c_mqi5sqd7yqdl,-13187.539909362793,62,-212.70225660262568
c_mqifwg4y8u93,-503.5199890136719,1,-503.5199890136719
c_mqnpekd6629l,-6881.910026550293,27,-254.88555653889975
c_mqp1cmj9r9u5,-1184.699951171875,1,-1184.699951171875
c_mqridccw4wdz,-919.7400207519531,2,-459.87001037597656
c_mqt7trxpxtmg,-109.76000213623047,1,-109.76000213623047
c_mqxcxa3utyc2,-530.0,1,-530.0
c_mr7llgwaz7hb,-68.94999694824219,1,-68.94999694824219
c_mr9rdlw6zjkr,-1800.1000366210938,6,-300.0166727701823
c_mrcixutyhsfl,-430.9200134277344,1,-430.9200134277344
c_mrey9pxa0uyw,-4489.6599979400635,12,-374.13833316167194
c_mrg9fpiux0i5,-67.72000122070312,2,-33.86000061035156
c_mro823vk0zy8,-490.5,1,-490.5
c_ms03ndwv89gd,-80.5,1,-80.5
c_ms2m87a0xkpr,-907.3999786376953,2,-453.69998931884766
c_ms3idu9obxny,-770.589973449707,4,-192.64749336242676
c_ms3kvpipaktm,-2600.0,1,-2600.0
c_ms3yzha7zqo,-23327.299926757812,35,-666.4942836216518
c_msdsqajt9da1,-171.60000610351562,2,-85.80000305175781
c_msiyhklydd9k,-932.0,3,-310.6666666666667
c_mskxpbmjghqh,-4688.029983520508,15,-312.53533223470055
c_msmvxd8kitau,-220.5,1,-220.5
c_msnr9ccr97s1,-1183.0,1,-1183.0
c_mszv566mxlsy,-402.79998779296875,1,-402.79998779296875
c_mt27i0nelqnc,-256.9000015258789,2,-128.45000076293945
c_mt33tv9eotuy,-110.0,1,-110.0
c_mt3wfztazglt,-541.0,3,-180.33333333333334
c_mt56tp7re3vi,-10866.50991821289,25,-434.66039672851565
c_mt5jrgbgcqv9,-25445.500045776367,52,-489.3365393418532
c_mt9rzl8585rk,-259.9800109863281,1,-259.9800109863281
c_mt9utb88bj72,-3516.199951171875,10,-351.6199951171875
c_mtnyn4415p9j,-2041.7000427246094,4,-510.42501068115234
c_mtqo71vxguh,-204.6500015258789,2,-102.32500076293945
c_mtt8wtqnmvd9,-4870.430068969727,8,-608.8037586212158
c_mtxdb3qtjj0t,-6411.639953136444,36,-178.10110980934567
c_mtxizwdyic2q,-349.3800048828125,1,-349.3800048828125
c_mtz3fhpnjqji,-334.3500061035156,1,-334.3500061035156
c_mu3k1zezpyh6,-4382.330039978027,5,-876.4660079956054
c_mu89kcuur4z3,-4829.819961547852,7,-689.9742802211216
c_mu8mob4goqac,-1121.2200012207031,5,-224.24400024414064
c_mu8sfzpi41k3,-6945.670021057129,38,-182.7807900278192
c_muc9os6qiata,-2649.949951171875,1,-2649.949951171875
c_mugxdb30ehn9,-339.0,1,-339.0
c_mui0nwhh3h58,-980.0,4,-245.0
c_muj6egl5yiqj,-80.0,1,-80.0
c_mun6f8me05eu,-147.10000610351562,1,-147.10000610351562
c_munh3dr6wp3i,-459.8500061035156,1,-459.8500061035156
c_muo2cjfyg1xa,-34.04999923706055,1,-34.04999923706055
c_muor1mnrlnkh,-1194.0,3,-398.0
c_mus707nc5wpb,-121.07000350952148,2,-60.53500175476074
c_musv9x15b4uo,-167.0,1,-167.0
c_mv2kfvz8y5ni,-850.0,1,-850.0
c_mv4yjndr4b69,-22.290000915527344,1,-22.290000915527344
c_mv55x0c2s4wy,-714.9599914550781,3,-238.31999715169272
c_mv733ypdvlt6,-2513.6500244140625,4,-628.4125061035156
c_mvc4bacfle14,-2848.4599685668945,8,-356.0574960708618
c_mvdkvjtc0v52,-260.04998779296875,1,-260.04998779296875
c_mve9b0n89ut,-6116.990005493164,16,-382.31187534332275
c_mvevu83frcs2,-971.7999877929688,3,-323.93332926432294
c_mvfzn12cbg1n,-544.2999877929688,1,-544.2999877929688
c_mvhu8rzgyztm,-305.9500049352646,7,-43.707143562180654
c_mvj1ed21uhqo,-1661.5099487304688,2,-830.7549743652344
c_mvlfe3fm1x6v,-1205.3199920654297,11,-109.57454473322088
c_mvlopn8j673r,-219.0,1,-219.0
c_mvmdfpbzikr2,-6121.649848937988,15,-408.10998992919923
c_mvnmdjid79jb,-304.82000732421875,1,-304.82000732421875
c_mvrsiz362n7e,-1022.1999912261963,4,-255.54999780654907
c_mvtck6hvymz9,-381.0299987792969,3,-127.00999959309895
c_mvv6ovcv3seo,-311.29998779296875,1,-311.29998779296875
c_mvxa78xzcvpz,-1761.5999755859375,1,-1761.5999755859375
c_mvy3d6irbkr1,-12747.770042419434,42,-303.51833434331985
c_mvyo8zjyhu6s,-3882.0,3,-1294.0
c_mw9b7vwwtzl9,-100.0,1,-100.0
c_mwa1cyf71h3d,-259.9800109863281,1,-259.9800109863281
c_mwbfh36bo8f4,-4933.850027740002,145,-34.02655191544829
c_mwbn6d108z00,-14.029999732971191,1,-14.029999732971191
c_mwbvb4qjpqtg,-144.16000366210938,1,-144.16000366210938
c_mwnifel1ehmm,-351.3599853515625,1,-351.3599853515625
c_mwokhpoctuuv,-1369.3199462890625,3,-456.4399820963542
c_mwp144uvkyqc,-396.3300018310547,3,-132.11000061035156
c_mwrgvf5wo1y9,-853.9899978637695,6,-142.33166631062826
c_mwyj8nelhsvu,-556.1499938964844,3,-185.38333129882812
c_mx0wuqews5ve,-3376.6999435424805,6,-562.7833239237467
c_mx71ouc01xyt,-127.93000030517578,1,-127.93000030517578
c_mx9ql6020e8p,-3761.219970703125,7,-537.317138671875
c_mxevw7tfbqyk,-9950.089965820312,25,-398.0035986328125
c_mxey6oaxbn43,-14040.0,4,-3510.0
c_mxgdj4m08elb,-4011.2999877929688,2,-2005.6499938964844
c_mxok07pl2vig,-13505.539985656738,64,-211.02406227588654
c_mxpuui518n1d,-126.83999633789062,1,-126.83999633789062
c_mxrnbebemavn,-1477.0,1,-1477.0
c_mxtdi4mp0up3,-871.8900089263916,8,-108.98625111579895
c_mxu0p20072im,-535.760009765625,1,-535.760009765625
c_mxwg5g5x44qp,-103.4000015258789,1,-103.4000015258789
c_my3x5jjdqx7u,-505.0,7,-72.14285714285714
c_my6aerg5i7zc,-7184.56005859375,6,-1197.4266764322917
c_my745nws0n6j,-8277.289962768555,12,-689.7741635640463
c_my7i9vsz26z1,-632.2200012207031,2,-316.11000061035156
c_my7palwug4w9,-2789.5,2,-1394.75
c_my95zx5pibyl,-11650.61019897461,10,-1165.061019897461
c_mydkjansd5mo,-347.52000427246094,2,-173.76000213623047
c_myhf2etscy4o,-435.9600067138672,2,-217.9800033569336
c_myohmgyjk9fk,-160.0,1,-160.0
c_myrh4lvg2db1,-10622.07996749878,59,-180.03525368642
c_myuptgcpj6s1,-5809.590026855469,12,-484.13250223795575
c_myx9tnyqalvc,-2550.0,1,-2550.0
c_mz5kbi6usff3,-34.04999923706055,1,-34.04999923706055
c_mzaqzuan3o2c,-2115.6000061035156,4,-528.9000015258789
c_mzbccfvm3r95,-245.66000366210938,1,-245.66000366210938
c_mzbxqsp3s2lp,-282.75,1,-282.75
c_mzef9v7vdiid,-260.8000030517578,3,-86.93333435058594
c_mzj2gtczt2e,-27579.87988471985,150,-183.8658658981323
c_mzn3121f9tdl,-223.96000003814697,2,-111.98000001907349
c_mzpevp28egpb,-570.47998046875,1,-570.47998046875
c_mzqq0pkh48r3,-614.75,2,-307.375
c_n00jycr0fbt4,-192.5,1,-192.5
c_n01biykq4r06,-235.60000610351562,1,-235.60000610351562
c_n063fdwfeqi7,-240.50999450683594,1,-240.50999450683594
c_n06x3fg7tn3r,-2300.0,1,-2300.0
c_n0d9a6bs4763,-400.0,1,-400.0
c_n0o0cznmdbnz,-201.0,1,-201.0
c_n0psfz4481ey,-100.0,1,-100.0
c_n0ttvg9mc4or,-1468.0,2,-734.0
c_n0vdszi1gr4n,-3073.479995727539,6,-512.2466659545898
c_n11zyg0qng3o,-167.5,1,-167.5
c_n1208lkfsr3j,-1144.879997253418,3,-381.62666575113934
c_n12iltxew1zf,-856.1399841308594,2,-428.0699920654297
c_n14jpuxuc32u,-4390.580116271973,6,-731.7633527119955
c_n14pwidwbrom,-132.5,1,-132.5
c_n17mgoct4dzx,-16132.259765625,8,-2016.532470703125
c_n17uudevoxzu,-545.0999908447266,2,-272.5499954223633
c_n19d4grpjdm9,-6852.2999267578125,8,-856.5374908447266
c_n1b8zia2kz65,-9104.64013671875,7,-1300.662876674107
c_n1f2jkgx5aty,-1784.4000244140625,2,-892.2000122070312
c_n1mqlkf5yhnk,-1153.0,1,-1153.0
c_n1mvl4epn8y5,-968.5999755859375,1,-968.5999755859375
c_n1o33meh3a74,-56.849998474121094,1,-56.849998474121094
c_n1q6v4b14od8,-250.16000366210938,1,-250.16000366210938
c_n1tqb5q5igaw,-9158.419967651367,43,-212.9865108756132
c_n1u8whxa7rk8,-171.60000610351562,1,-171.60000610351562
c_n1xl59wxxxy5,-1109.5,4,-277.375
c_n1xv7bp258ax,-1014.3099975585938,3,-338.10333251953125
c_n209aq7g06cj,-167.0,1,-167.0
c_n20ispzjjpa0,-100.0,1,-100.0
c_n21aw901rxz0,-1801.800048828125,1,-1801.800048828125
c_n226ht73k1rq,-3785.5800170898438,7,-540.7971452985491
c_n24j3c64eyuh,-341.0,1,-341.0
c_n296gjeif5a9,-1637.5500183105469,5,-327.5100036621094
c_n29yme00fs6k,-158.6199951171875,1,-158.6199951171875
c_n2btzdrxq4gt,-1154.5700073242188,3,-384.85666910807294
c_n2e52z0sjxe7,-51.5,1,-51.5
c_n2fpa8p36q6y,-714.0,1,-714.0
c_n2kias2hmn66,-338.1000061035156,1,-338.1000061035156
c_n2niklen2h2a,-1582.3000030517578,4,-395.57500076293945
c_n2oufzknrgsx,-359.23999989032745,38,-9.453684207640196
c_n2pajdkjo0xz,-431.5,1,-431.5
c_n2voyflt3ymk,-5462.819961547852,19,-287.5168400814659
c_n31r0txxg7yv,-365.0,1,-365.0
c_n32ig3xbbap4,-435.0,1,-435.0
c_n33rt572cvq9,-412.9599914550781,1,-412.9599914550781
c_n3ba8023v3ch,-800.0,2,-400.0
c_n3bhl656t61v,-20602.120071411133,41,-502.490733449052
c_n3bjs0ob3370,-2292.779998779297,6,-382.1299997965495
c_n3chgs90atmv,-400.0,3,-133.33333333333334
c_n3dgvz6jwb99,-88.0,2,-44.0
c_n3dk8zxcmd66,-216.95000839233398,3,-72.31666946411133
c_n3k7agx91ep9,-130.25,1,-130.25
c_n3nbelp0rtzg,-841.0999908447266,3,-280.3666636149089
c_n3nw9gm4em7z,-522.4000244140625,2,-261.20001220703125
c_n3qfkrzxm570,-399.5,2,-199.75
c_n3rha7pqc82,-10.5,3,-3.5
c_n3ufjsrzh7sx,-1342.479995727539,15,-89.49866638183593
c_n41z7xn7zti4,-579.3599853515625,1,-579.3599853515625
c_n46kn39udwf0,-6280.699905395508,8,-785.0874881744385
c_n48sx4ofynx6,-4488.5400390625,16,-280.53375244140625
c_n4a2fg45b47n,-706.3500061035156,2,-353.1750030517578
c_n4epjkl28cu0,-111.62999725341797,1,-111.62999725341797
c_n4lql6r4jk8g,-350.0,1,-350.0
c_n4mb4g9qpmim,-618.4000091552734,3,-206.13333638509116
c_n4mrtuxz6mib,-983.9000091552734,3,-327.9666697184245
c_n4ow6clr3gn9,-12224.419998168945,44,-277.8277272311124
c_n4te5325rkxc,-737.6799926757812,4,-184.4199981689453
c_n4zag8lnj5nl,-30017.359996795654,159,-188.78842765280285
c_n53lgl58xv7w,-6742.159973144531,3,-2247.3866577148438
c_n561jjsikgnx,-3848.409996032715,12,-320.70083300272626
c_n5dswjrw4gv1,-29.049999237060547,1,-29.049999237060547
c_n5f6ucjeoft1,-450.79998779296875,1,-450.79998779296875
c_n5fm2x8oyoux,-106.0,1,-106.0
c_n5fzzc8n35vc,-216.26999759674072,2,-108.13499879837036
c_n5ki2pedcwxd,-6400.0899868011475,73,-87.67246557261846
c_n5kkbz2bqe0a,-267145.2484111786,93,-2872.529552808372
c_n5raad6oj81o,-989.5199890136719,2,-494.75999450683594
c_n5soekqafw8k,-1060.6000061035156,4,-265.1500015258789
c_n5u7wf68g84k,-1300.1399841308594,3,-433.37999471028644
c_n61c42b16len,-388.8599853515625,1,-388.8599853515625
c_n62ye4sekkn4,-3212.9500217437744,11,-292.0863656130704
c_n65zlay1qhmd,-389.3999938964844,2,-194.6999969482422
c_n66qgrpri9ar,-67.72000122070312,2,-33.86000061035156
c_n694zcit1m5f,-1999.9000244140625,2,-999.9500122070312
c_n6eiioscrn39,-1966.1499633789062,2,-983.0749816894531
c_n6frbhp3q846,-1362.9900207519531,7,-194.71286010742188
c_n6hrs84u4ly5,-14000.0,1,-14000.0
c_n6kjlsagv0l5,-770.0,1,-770.0
c_n6m7tnjyfwk7,-1179.0,3,-393.0
c_n6u5j6z4gxwd,-5945.61994934082,13,-457.35538071852466
c_n6veueipn87h,-1243.3499755859375,3,-414.4499918619792
c_n75rmkjmq8nv,-555.1900024414062,1,-555.1900024414062
c_n764p7iomlud,-7042.2199783325195,20,-352.110998916626
c_n76dob2ir6b9,-270.0,5,-54.0
c_n774uronxwbb,-55.0,1,-55.0
c_n79tym4hxpys,-3671.5000534057617,18,-203.97222518920898
c_n7cbyq1m4yv7,-482.0299987792969,1,-482.0299987792969
c_n7d5acfw1ma1,-2649.949951171875,2,-1324.9749755859375
c_n7ew8yl6049z,-64.75,1,-64.75
c_n7fsx4tsda69,-38315.420013427734,186,-205.99688179262222
c_n7jqo3i9k1p6,-55.0,1,-55.0
c_n7nfj9kjbq64,-32.709999084472656,1,-32.709999084472656
c_n7nmqjkcdz8h,-150.77000427246094,1,-150.77000427246094
c_n7tv3sjb94wq,-1858.8799896240234,4,-464.71999740600586
c_n7vnp4id1fht,-758.0300014019012,29,-26.1389655655828
c_n7x65r5iwldp,-5216.410011291504,16,-326.025625705719
c_n7ywidowi68u,-961.0400085449219,3,-320.34666951497394
c_n7yyb8q2yaph,-1646.7400207519531,16,-102.92125129699707
c_n7zjloxm0uch,-2073.7900314331055,8,-259.2237539291382
c_n7zn7wg2mbkl,-917.1000061035156,2,-458.5500030517578
c_n80sbphga0y3,-1030.0,4,-257.5
c_n84ay5czn00m,-630.25,1,-630.25
c_n85dj6unb5pn,-2368.0,45,-52.62222222222222
c_n89xxbg9lwfy,-130.8800048828125,1,-130.8800048828125
c_n8ae0prvku8s,-2496.5,4,-624.125
c_n8au9vxzm9fp,-628.1500244140625,1,-628.1500244140625
c_n8ihtp0f6oll,-2007.6000061035156,3,-669.2000020345052
c_n8jmmcd5vfit,-1651.5399780273438,7,-235.93428257533483
c_n8qo9io1x8p1,-1052.4400100708008,4,-263.1100025177002
c_n8uktifv6jil,-434.0,2,-217.0
c_n8x3m71691xv,-366.1000061035156,1,-366.1000061035156
c_n93z5z8cav07,-652.5700073242188,1,-652.5700073242188
c_n9ezx2bt3vpy,-3200.0,1,-3200.0
c_n9hpz0p7uj3n,-3394.5,3,-1131.5
c_n9u734p6xfbf,-213.9600067138672,1,-213.9600067138672
c_n9ur2l9xflyh,-168.39999389648438,1,-168.39999389648438
c_n9vxski4z7dk,-6260.4801025390625,7,-894.3543003627232
c_n9w9qanfbgnb,-100.0,1,-100.0
c_n9wwiuaqai2w,-79.0,1,-79.0
c_na0i3s48g0k1,-107.69999694824219,1,-107.69999694824219
c_na0qu00kowfv,-606.5499954223633,3,-202.18333180745444
c_na3ebvv3zmoo,-2280.340003967285,5,-456.06800079345703
c_na4148hlvt0w,-2663.3999938964844,14,-190.24285670689173
c_na98c3oats1t,-60.81999969482422,1,-60.81999969482422
c_nabxvv9sa07t,-3640.0499877929688,6,-606.6749979654948
c_nagjc50selod,-5.0,1,-5.0
c_nakgt6lj8khx,-34.04999923706055,1,-34.04999923706055
c_naplwismumog,-194.3000030517578,1,-194.3000030517578
c_nar8evjemuhx,-4999.929992675781,10,-499.9929992675781
c_narfm66lrr63,-103.4000015258789,1,-103.4000015258789
c_nat0nihbfwmi,-359.0,1,-359.0
c_nb0ta2bl1qqc,-448.88999938964844,2,-224.44499969482422
c_nb0uiw3fzu0h,-2125.949996948242,4,-531.4874992370605
c_nb0z7c1mifze,-29.040000915527344,1,-29.040000915527344
c_nb4o3jp8j21r,-4211.120002746582,13,-323.93230790358325
c_nb4qxntpc00r,-5378.800033569336,11,-488.981821233576
c_nb7wzij9yid2,-1741.329999923706,10,-174.1329999923706
c_nbcaxlbce3f8,-9811.869934082031,10,-981.1869934082031
c_nbcjxvvu4g9k,-27.59000015258789,1,-27.59000015258789
c_nbfkdhezu6yc,-208.5,1,-208.5
c_nbh1kev25qgv,-295.63000106811523,6,-49.271666844685875
c_nbm8h1atqyqu,-165.1999969482422,1,-165.1999969482422
c_nbpndlesb8r6,-15264.48013305664,22,-693.8400060480291
c_nbri9ay7sd9b,-25.0,1,-25.0
c_nbzoqba3l56j,-4231.249984741211,9,-470.1388871934679
c_nc4xm88n91gp,-100.0,1,-100.0
